[0.36119686] [0.63690955] [0.89118721] [1.07447244] [1.26793569] [1.45207817] [1.68608661] [1.92239782] [2.21801354] [2.54845137] [2.7834362] [3.24613824] [3.80370086] [4.2073092] [5.19780331] [6.72364328] [8.45292453] [14.71736625] [19.81922754] [21.83476574] [0.38177241] 
[0.0021034] [0.00358019] [0.00497941] [0.00644739] [0.00752263] [0.00907952] [0.01042864] [0.01195425] [0.01340669] [0.01543508] [0.01802108] [0.02098895] [0.02397109] [0.02966118] [0.03388865] [0.03841338] [0.0531902] [0.0757163] [0.12141538] [0.1622434] [0.00342317] 
[0.00199823] [0.00340118] [0.00473044] [0.00612502] [0.00714649] [0.00862555] [0.00990721] [0.01135654] [0.01273636] [0.01466332] [0.01712003] [0.0199395] [0.02277254] [0.02817812] [0.03219422] [0.03649272] [0.05053069] [0.07193049] [0.11534462] [0.15413123] [0.00325201] 
[0.00189832] [0.00323112] [0.00449392] [0.00581877] [0.00678917] [0.00819427] [0.00941185] [0.01078871] [0.01209954] [0.01393016] [0.01626403] [0.01894253] [0.02163391] [0.02676921] [0.03058451] [0.03466808] [0.04800416] [0.06833396] [0.10957738] [0.14642467] [0.00308941] 
[0.16731228] [0.25937458] [0.37389112] [0.53520282] [0.75233621] [0.94091091] [1.16287482] [1.3378389] [1.48166649] [1.66351962] [1.90373696] [2.2020556] [2.49970942] [3.08099709] [4.31090413] [4.97214683] [7.72104862] [9.28892157] [15.5643252] [23.88044794] [0.54259946] 
[0.15894667] [0.24640585] [0.35519657] [0.50844268] [0.7147194] [0.89386536] [1.10473108] [1.27094696] [1.40758317] [1.58034364] [1.80855012] [2.09195282] [2.37472395] [2.92694723] [4.09535893] [4.72353949] [7.33499619] [8.82447549] [14.78610894] [22.68642554] [0.51546949] 
[0.15099934] [0.23408556] [0.33743674] [0.48302054] [0.67898343] [0.84917209] [1.04949453] [1.20739961] [1.33720401] [1.50132645] [1.71812261] [1.98735518] [2.25598775] [2.78059987] [3.89059098] [4.48736251] [6.96824638] [8.38325172] [14.04680349] [21.55210427] [0.48969602] 
[0.14344937] [0.22238128] [0.3205649] [0.45886952] [0.64503426] [0.80671349] [0.9970198] [1.14702963] [1.27034381] [1.42626013] [1.63221648] [1.88798742] [2.14318836] [2.64156988] [3.69606143] [4.26299439] [6.61983406] [7.96408913] [13.34446332] [20.47449905] [0.46521121] 
[0.1362769] [0.21126221] [0.30453666] [0.43592604] [0.61278254] [0.76637781] [0.94716881] [1.08967815] [1.20682662] [1.35494713] [1.55060566] [1.79358805] [2.03602894] [2.50949138] [3.51125836] [4.04984467] [6.28884236] [7.56588468] [12.67724015] [19.4507741] [0.44195065] 
[0.12946306] [0.2006991] [0.28930982] [0.41412974] [0.58214342] [0.72805892] [0.89981037] [1.03519424] [1.14648529] [1.28719977] [1.47307537] [1.70390865] [1.9342275] [2.38401681] [3.33569544] [3.84735243] [5.97440024] [7.18759044] [12.04337814] [18.4782354] [0.41985312] 
[0.1229899] [0.19066415] [0.27484433] [0.39342325] [0.55303625] [0.69165598] [0.85481985] [0.98343453] [1.08916102] [1.22283978] [1.3994216] [1.61871322] [1.83751612] [2.26481597] [3.16891067] [3.65498481] [5.67568023] [6.82821092] [11.44120924] [17.55432363] [0.39886046] 
[0.11684041] [0.18113094] [0.26110212] [0.37375209] [0.52538443] [0.65707318] [0.81207886] [0.9342628] [1.03470297] [1.16169779] [1.32945052] [1.53777756] [1.74564032] [2.15157517] [3.01046514] [3.47223557] [5.39189622] [6.48680037] [10.86914877] [16.67660745] [0.37891744] 
[0.11099839] [0.17207439] [0.24804701] [0.35506448] [0.49911521] [0.62421952] [0.77147492] [0.88754966] [0.98296782] [1.1036129] [1.262978] [1.46088868] [1.6583583] [2.04399642] [2.85994188] [3.29862379] [5.12230141] [6.16246036] [10.32569134] [15.84277707] [0.35997157] 
[0.10544847] [0.16347067] [0.23564466] [0.33731126] [0.47415945] [0.59300854] [0.73290117] [0.84317218] [0.93381943] [1.04843226] [1.1998291] [1.38784424] [1.57544038] [1.9417966] [2.71694479] [3.1336926] [4.86618634] [5.85433734] [9.80940677] [15.05063822] [0.34197299] 
[0.10017604] [0.15529714] [0.22386243] [0.3204457] [0.45045148] [0.56335812] [0.69625611] [0.80101357] [0.88712846] [0.99601064] [1.13983764] [1.31845203] [1.49666837] [1.84470677] [2.58109755] [2.97700797] [4.62287702] [5.56162047] [9.31893643] [14.29810631] [0.32487434] 
[0.09516724] [0.14753228] [0.21266931] [0.30442341] [0.4279289] [0.53519021] [0.66144331] [0.76096289] [0.84277204] [0.94621011] [1.08284576] [1.25252943] [1.42183495] [1.75247143] [2.45204267] [2.82815757] [4.39173317] [5.28353945] [8.85298961] [13.58320099] [0.30863062] 
[0.09040888] [0.14015567] [0.20203584] [0.28920224] [0.40653246] [0.5084307] [0.62837114] [0.72291475] [0.80063344] [0.89889961] [1.02870347] [1.18990296] [1.3507432] [1.66484786] [2.32944054] [2.6867497] [4.17214651] [5.01936247] [8.41034013] [12.90404094] [0.29319909] 
[0.08588844] [0.13314789] [0.19193405] [0.27474213] [0.38620584] [0.48300916] [0.59695258] [0.68676901] [0.76060176] [0.85395463] [0.9772683] [1.13040781] [1.28320604] [1.58160546] [2.21296851] [2.55241221] [3.96353918] [4.76839435] [7.98982312] [12.2588389] [0.27853914] 
[0.08159401] [0.12649049] [0.18233735] [0.26100502] [0.36689554] [0.45885871] [0.56710496] [0.65243056] [0.72257168] [0.81125689] [0.92840488] [1.07388742] [1.21904574] [1.50252519] [2.10232008] [2.4247916] [3.76536223] [4.52997463] [7.59033197] [11.64589695] [0.26461218] 
[0.07751431] [0.12016597] [0.17322048] [0.24795477] [0.34855077] [0.43591577] [0.53874971] [0.61980903] [0.68644309] [0.77069405] [0.88198464] [1.02019305] [1.15809345] [1.42739893] [1.99720408] [2.30355202] [3.57709411] [4.3034759] [7.21081537] [11.0636021] [0.25138157] 
[0.0736386] [0.11415767] [0.16455945] [0.23555703] [0.33112323] [0.41411998] [0.51181222] [0.58881858] [0.65212094] [0.73215935] [0.83788541] [0.9691834] [1.10018878] [1.35602898] [1.89734388] [2.18837442] [3.39823941] [4.08830211] [6.8502746] [10.510422] [0.23881249] 
[0.06995667] [0.10844979] [0.15633148] [0.22377918] [0.31456707] [0.39341398] [0.48622161] [0.55937765] [0.61951489] [0.69555138] [0.79599114] [0.92072423] [1.04517934] [1.28822753] [1.80247668] [2.0789557] [3.22832744] [3.883887] [6.50776087] [9.9849009] [0.22687187] 
[0.06645883] [0.1030273] [0.14851491] [0.21259022] [0.29883871] [0.37374328] [0.46191053] [0.53140877] [0.58853915] [0.66077381] [0.75619158] [0.87468802] [0.99292037] [1.22381616] [1.71235285] [1.97500791] [3.06691107] [3.68969265] [6.18237283] [9.48565585] [0.21552828] 
[0.06313589] [0.09787593] [0.14108916] [0.20196071] [0.28389678] [0.35505612] [0.438815] [0.50483833] [0.55911219] [0.62773512] [0.718382] [0.83095361] [0.94327435] [1.16262535] [1.62673521] [1.87625752] [2.91356551] [3.50520802] [5.87325418] [9.01137306] [0.20475186] 
[0.0599791] [0.09298213] [0.1340347] [0.19186268] [0.26970194] [0.33730331] [0.41687425] [0.47959641] [0.53115658] [0.59634836] [0.6824629] [0.78940593] [0.89611064] [1.10449408] [1.54539844] [1.78244464] [2.76788724] [3.32994762] [5.57959148] [8.56080441] [0.19451427] 
[0.05698014] [0.08833303] [0.12733297] [0.18226954] [0.25621684] [0.32043815] [0.39603054] [0.45561659] [0.50459875] [0.56653095] [0.64833976] [0.74993564] [0.8513051] [1.04926938] [1.46812852] [1.69332241] [2.62949288] [3.16345024] [5.3006119] [8.13276419] [0.18478856] 
[0.05413114] [0.08391638] [0.12096632] [0.17315607] [0.243406] [0.30441624] [0.37622901] [0.43283576] [0.47936881] [0.5382044] [0.61592277] [0.71243886] [0.80873985] [0.99680591] [1.3947221] [1.60865629] [2.49801823] [3.00527773] [5.03558131] [7.72612598] [0.17554913] 
[0.05142458] [0.07972056] [0.114918] [0.16449826] [0.2312357] [0.28919543] [0.35741756] [0.41119397] [0.45540037] [0.51129418] [0.58512663] [0.67681691] [0.76830286] [0.94696561] [1.32498599] [1.52822347] [2.37311732] [2.85501384] [4.78380224] [7.33981968] [0.16677167] 
[0.04885335] [0.07573453] [0.1091721] [0.15627335] [0.21967392] [0.27473566] [0.33954669] [0.39063428] [0.43263035] [0.48572947] [0.5558703] [0.64297607] [0.72988771] [0.89961733] [1.25873669] [1.4518123] [2.25446145] [2.71226315] [4.54461213] [6.9728287] [0.15843309] 
[0.04641068] [0.0719478] [0.1037135] [0.14845968] [0.20869022] [0.26099887] [0.32256935] [0.37110256] [0.41099884] [0.461443] [0.52807678] [0.61082726] [0.69339333] [0.85463647] [1.19579986] [1.37922169] [2.14173838] [2.57664999] [4.31738152] [6.62418726] [0.15051143] 
[0.04409015] [0.06835041] [0.09852782] [0.1410367] [0.19825571] [0.24794893] [0.30644088] [0.35254743] [0.39044889] [0.43837085] [0.50167294] [0.5802859] [0.65872366] [0.81190464] [1.13600986] [1.3102606] [2.03465146] [2.44781749] [4.10151245] [6.2929779] [0.14298586] 
[0.04188564] [0.06493289] [0.09360143] [0.13398486] [0.18834292] [0.23555148] [0.29111884] [0.33492006] [0.37092645] [0.4164523] [0.4765893] [0.55127161] [0.62578748] [0.77130941] [1.07920937] [1.24474757] [1.93291889] [2.32542662] [3.89643682] [5.978329] [0.13583657] 
[0.03979136] [0.06168625] [0.08892136] [0.12728562] [0.17892578] [0.22377391] [0.2765629] [0.31817406] [0.35238013] [0.39562969] [0.45275983] [0.52370803] [0.5944981] [0.73274394] [1.0252489] [1.18251019] [1.83627294] [2.20915528] [3.70161498] [5.67941255] [0.12904474] 
[0.03780179] [0.05860194] [0.08447529] [0.12092134] [0.16997949] [0.21258521] [0.26273475] [0.30226536] [0.33476112] [0.3758482] [0.43012184] [0.49752262] [0.5647732] [0.69610674] [0.97398646] [1.12338468] [1.7444593] [2.09869752] [3.51653423] [5.39544192] [0.1225925] 
[0.0359117] [0.05567184] [0.08025153] [0.11487527] [0.16148051] [0.20195595] [0.24959801] [0.28715209] [0.31802306] [0.35705579] [0.40861575] [0.47264649] [0.53653454] [0.66130141] [0.92528713] [1.06721545] [1.65723633] [1.99376264] [3.34070752] [5.12566983] [0.11646288] 
[0.03411612] [0.05288825] [0.07623895] [0.10913151] [0.15340649] [0.19185816] [0.23711811] [0.27279448] [0.30212191] [0.339203] [0.38818496] [0.44901417] [0.50970781] [0.62823634] [0.87902278] [1.01385468] [1.57437452] [1.89407451] [3.17367215] [4.86938634] [0.11063973] 
[0.03241031] [0.05024383] [0.072427] [0.10367493] [0.14573616] [0.18226525] [0.22526221] [0.25915476] [0.28701582] [0.32224285] [0.36877571] [0.42656346] [0.48422242] [0.59682452] [0.83507164] [0.96316194] [1.49565579] [1.79937079] [3.01498854] [4.62591702] [0.10510775] 
[0.0307898] [0.04773164] [0.06880565] [0.09849119] [0.13844936] [0.17315199] [0.2139991] [0.24619702] [0.27266502] [0.30613071] [0.35033693] [0.40523529] [0.4600113] [0.56698329] [0.79331806] [0.91500385] [1.420873] [1.70940225] [2.86423911] [4.39462117] [0.09985236] 
[0.02925031] [0.04534506] [0.06536537] [0.09356663] [0.13152689] [0.16449439] [0.20329914] [0.23388717] [0.25903177] [0.29082418] [0.33282008] [0.38497352] [0.43701074] [0.53863413] [0.75365215] [0.86925365] [1.34982935] [1.62393213] [2.72102716] [4.17489011] [0.09485974] 
[0.02778779] [0.04307781] [0.0620971] [0.0888883] [0.12495054] [0.15626967] [0.19313419] [0.22219281] [0.24608018] [0.27628297] [0.31617908] [0.36572485] [0.4151602] [0.51170242] [0.71596955] [0.82579097] [1.28233788] [1.54273553] [2.5849758] [3.96614561] [0.09011675] 
[0.0263984] [0.04092392] [0.05899225] [0.08444388] [0.11870302] [0.14845618] [0.18347748] [0.21108317] [0.23377618] [0.26246882] [0.30037012] [0.3474386] [0.39440219] [0.4861173] [0.68017107] [0.78450142] [1.21822099] [1.46559875] [2.45572701] [3.76783833] [0.08561092] 
[0.02507848] [0.03887772] [0.05604264] [0.08022169] [0.11276787] [0.14103337] [0.1743036] [0.20052901] [0.22208737] [0.24934538] [0.28535162] [0.33006667] [0.37468208] [0.46181144] [0.64616252] [0.74527635] [1.15730994] [1.39231881] [2.33294066] [3.57944641] [0.08133037] 
[0.02382456] [0.03693384] [0.0532405] [0.0762106] [0.10712947] [0.13398171] [0.16558842] [0.19050256] [0.210983] [0.23687811] [0.27108404] [0.31356334] [0.35594798] [0.43872086] [0.61385439] [0.70801253] [1.09944444] [1.32270287] [2.21629363] [3.40047409] [0.07726385] 
[0.02263333] [0.03508714] [0.05057848] [0.07240007] [0.101773] [0.12728262] [0.157309] [0.18097743] [0.20043385] [0.2250342] [0.25752983] [0.29788517] [0.33815058] [0.41678482] [0.58316167] [0.67261191] [1.04447222] [1.25656773] [2.10547894] [3.23045038] [0.07340066] 
[0.02150166] [0.03333279] [0.04804955] [0.06878007] [0.09668435] [0.12091849] [0.14944355] [0.17192856] [0.19041216] [0.21378249] [0.24465334] [0.28299091] [0.32124305] [0.39594558] [0.55400359] [0.63898131] [0.99224861] [1.19373934] [2.000205] [3.06892786] [0.06973063] 
[0.02042658] [0.03166615] [0.04564708] [0.06534107] [0.09185013] [0.11487257] [0.14197137] [0.16333213] [0.18089155] [0.20309337] [0.23242068] [0.26884137] [0.3051809] [0.3761483] [0.52630341] [0.60703225] [0.94263618] [1.13405238] [1.90019475] [2.91548147] [0.0662441] 
[0.01940525] [0.03008284] [0.04336472] [0.06207401] [0.08725762] [0.10912894] [0.13487281] [0.15516553] [0.17184697] [0.1929387] [0.22079964] [0.2553993] [0.28992185] [0.35734089] [0.49998824] [0.57668063] [0.89550437] [1.07734976] [1.80518501] [2.7697074] [0.06293189] 
[0.01843499] [0.0285787] [0.04119649] [0.05897031] [0.08289474] [0.10367249] [0.12812916] [0.14740725] [0.16325462] [0.18329177] [0.20975966] [0.24262934] [0.27542576] [0.33947384] [0.47498883] [0.5478466] [0.85072915] [1.02348227] [1.71492576] [2.63122203] [0.0597853] 
[0.01751324] [0.02714976] [0.03913666] [0.0560218] [0.07875001] [0.09848887] [0.12172271] [0.14003689] [0.15509189] [0.17412718] [0.19927168] [0.23049787] [0.26165447] [0.32250015] [0.45123938] [0.52045427] [0.80819269] [0.97230816] [1.62917947] [2.49966093] [0.05679603] 
[0.01663758] [0.02579227] [0.03717983] [0.05322071] [0.07481251] [0.09356442] [0.11563657] [0.13303504] [0.1473373] [0.16542082] [0.18930809] [0.21897298] [0.24857175] [0.30637514] [0.42867741] [0.49443156] [0.76778306] [0.92369275] [1.5477205] [2.37467788] [0.05395623] 
[0.0158057] [0.02450266] [0.03532084] [0.05055967] [0.07107188] [0.0888862] [0.10985474] [0.12638329] [0.13997043] [0.15714978] [0.17984269] [0.20802433] [0.23614316] [0.29105638] [0.40724354] [0.46970998] [0.72939391] [0.87750811] [1.47033447] [2.25594399] [0.05125842] 
[0.01501541] [0.02327753] [0.0335548] [0.04803169] [0.06751829] [0.08444189] [0.10436201] [0.12006413] [0.13297191] [0.14929229] [0.17085055] [0.19762311] [0.224336] [0.27650357] [0.38688137] [0.44622448] [0.69292421] [0.83363271] [1.39681775] [2.14314679] [0.0486955] 
[0.01426464] [0.02211365] [0.03187706] [0.0456301] [0.06414237] [0.0802198] [0.09914391] [0.11406092] [0.12632331] [0.14182767] [0.16230803] [0.18774195] [0.2131192] [0.26267839] [0.3675373] [0.42391326] [0.658278] [0.79195107] [1.32697686] [2.03598945] [0.04626072] 
[0.01355141] [0.02100797] [0.0302832] [0.0433486] [0.06093525] [0.07620881] [0.09418671] [0.10835788] [0.12000715] [0.13473629] [0.15419262] [0.17835486] [0.20246324] [0.24954447] [0.34916043] [0.40271759] [0.6253641] [0.75235352] [1.26062802] [1.93418998] [0.04394769] 
[0.01287384] [0.01995757] [0.02876904] [0.04118117] [0.05788849] [0.07239837] [0.08947737] [0.10293998] [0.11400679] [0.12799948] [0.14648299] [0.16943711] [0.19234008] [0.23706724] [0.33170241] [0.38258171] [0.5940959] [0.71473584] [1.19759662] [1.83748048] [0.0417503] 
[0.01223015] [0.01895969] [0.02733059] [0.03912211] [0.05499407] [0.06877845] [0.08500351] [0.09779298] [0.10830645] [0.1215995] [0.13915884] [0.16096526] [0.18272308] [0.22521388] [0.31511729] [0.36345263] [0.5643911] [0.67899905] [1.13771679] [1.74560645] [0.03966279] 
[0.01161864] [0.01801171] [0.02596406] [0.037166] [0.05224436] [0.06533953] [0.08075333] [0.09290333] [0.10289113] [0.11551953] [0.1322009] [0.152917] [0.17358692] [0.21395319] [0.29936143] [0.34528] [0.53617155] [0.6450491] [1.08083095] [1.65832613] [0.03767965] 
[0.01103771] [0.01711112] [0.02466586] [0.0353077] [0.04963214] [0.06207255] [0.07671566] [0.08825817] [0.09774657] [0.10974355] [0.12559086] [0.14527115] [0.16490758] [0.20325553] [0.28439336] [0.328016] [0.50936297] [0.61279664] [1.0267894] [1.57540982] [0.03579567] 
[0.01048582] [0.01625557] [0.02343257] [0.03354232] [0.04715054] [0.05896892] [0.07287988] [0.08384526] [0.09285924] [0.10425637] [0.11931131] [0.13800759] [0.1566622] [0.19309275] [0.27017369] [0.3116152] [0.48389482] [0.58215681] [0.97544993] [1.49663933] [0.03400588] 
[0.00996153] [0.01544279] [0.02226094] [0.0318652] [0.04479301] [0.05602048] [0.06923589] [0.079653] [0.08821628] [0.09904355] [0.11334575] [0.13110721] [0.14882909] [0.18343811] [0.256665] [0.29603444] [0.45970008] [0.55304897] [0.92667743] [1.42180737] [0.03230559] 
[0.00946346] [0.01467065] [0.02114789] [0.03027194] [0.04255336] [0.05321945] [0.06577409] [0.07567035] [0.08380547] [0.09409138] [0.10767846] [0.12455185] [0.14138763] [0.17426621] [0.24383175] [0.28123272] [0.43671507] [0.52539652] [0.88034356] [1.350717] [0.03069031] 
[0.00899028] [0.01393712] [0.0200905] [0.02875835] [0.04042569] [0.05055848] [0.06248539] [0.07188683] [0.07961519] [0.08938681] [0.10229454] [0.11832426] [0.13431825] [0.1655529] [0.23164017] [0.26717108] [0.41487932] [0.49912669] [0.83632638] [1.28318115] [0.02915579] 
[0.00854077] [0.01324026] [0.01908597] [0.02732043] [0.03840441] [0.04803056] [0.05936112] [0.06829249] [0.07563443] [0.08491747] [0.09717981] [0.11240804] [0.12760234] [0.15727525] [0.22005816] [0.25381253] [0.39413536] [0.47417036] [0.79451006] [1.21902209] [0.027698] 
[0.00811373] [0.01257825] [0.01813167] [0.02595441] [0.03648419] [0.04562903] [0.05639306] [0.06487786] [0.07185271] [0.08067159] [0.09232082] [0.10678764] [0.12122222] [0.14941149] [0.20905525] [0.2411219] [0.37442859] [0.45046184] [0.75478456] [1.15807099] [0.0263131] 
[0.00770804] [0.01194933] [0.01722509] [0.02465669] [0.03465998] [0.04334758] [0.05357341] [0.06163397] [0.06826008] [0.07663801] [0.08770478] [0.10144826] [0.11516111] [0.14194092] [0.19860249] [0.2290658] [0.35570716] [0.42793875] [0.71704533] [1.10016744] [0.02499745] 
[0.00732264] [0.01135187] [0.01636383] [0.02342385] [0.03292698] [0.0411802] [0.05089474] [0.05855227] [0.06484707] [0.07280611] [0.08331954] [0.09637585] [0.10940305] [0.13484387] [0.18867236] [0.21761251] [0.3379218] [0.40654181] [0.68119307] [1.04515906] [0.02374758] 
[0.00695651] [0.01078427] [0.01554564] [0.02225266] [0.03128063] [0.03912119] [0.04835] [0.05562466] [0.06160472] [0.06916581] [0.07915356] [0.09155705] [0.1039329] [0.12810168] [0.17923874] [0.20673189] [0.32102571] [0.38621472] [0.64713341] [0.99290111] [0.0225602] 
[0.00660868] [0.01024506] [0.01476836] [0.02114003] [0.0297166] [0.03716513] [0.0459325] [0.05284342] [0.05852448] [0.06570752] [0.07519589] [0.0869792] [0.09873626] [0.12169659] [0.17027681] [0.19639529] [0.30497442] [0.36690399] [0.61477674] [0.94325606] [0.02143219] 
[0.00627825] [0.00973281] [0.01402994] [0.02008303] [0.02823077] [0.03530687] [0.04363588] [0.05020125] [0.05559826] [0.06242214] [0.07143609] [0.08263024] [0.09379944] [0.11561176] [0.16176297] [0.18657553] [0.2897257] [0.34855879] [0.58403791] [0.89609325] [0.02036058] 
[0.00596434] [0.00924617] [0.01332845] [0.01907887] [0.02681923] [0.03354153] [0.04145408] [0.04769119] [0.05281835] [0.05930103] [0.06786429] [0.07849873] [0.08910947] [0.10983118] [0.15367482] [0.17724675] [0.27523942] [0.33113085] [0.55483601] [0.85128859] [0.01934255] 
[0.00566612] [0.00878386] [0.01266202] [0.01812493] [0.02547827] [0.03186445] [0.03938138] [0.04530663] [0.05017743] [0.05633598] [0.06447107] [0.07457379] [0.084654] [0.10433962] [0.14599108] [0.16838442] [0.26147745] [0.3145743] [0.52709421] [0.80872416] [0.01837542] 
[0.00538281] [0.00834467] [0.01202892] [0.01721868] [0.02420436] [0.03027123] [0.03741231] [0.0430413] [0.04766856] [0.05351918] [0.06124752] [0.0708451] [0.0804213] [0.09912264] [0.13869152] [0.15996519] [0.24840357] [0.29884559] [0.5007395] [0.76828795] [0.01745665] 
[0.00511367] [0.00792743] [0.01142748] [0.01635775] [0.02299414] [0.02875767] [0.03554169] [0.04088923] [0.04528513] [0.05084322] [0.05818514] [0.06730285] [0.07640023] [0.0941665] [0.13175695] [0.15196694] [0.2359834] [0.28390331] [0.47570252] [0.72987356] [0.01658382] 
[0.00485799] [0.00753106] [0.0108561] [0.01553986] [0.02184443] [0.02731978] [0.03376461] [0.03884477] [0.04302087] [0.04830106] [0.05527589] [0.06393771] [0.07258022] [0.08945818] [0.1251691] [0.14436859] [0.22418423] [0.26970814] [0.4519174] [0.69337988] [0.01575463] 
[0.00461509] [0.00715451] [0.0103133] [0.01476287] [0.02075221] [0.0259538] [0.03207638] [0.03690253] [0.04086983] [0.04588601] [0.05251209] [0.06074082] [0.06895121] [0.08498527] [0.11891065] [0.13715016] [0.21297502] [0.25622274] [0.42932153] [0.65871088] [0.0149669] 
[0.00438434] [0.00679678] [0.00979763] [0.01402473] [0.0197146] [0.02465611] [0.03047256] [0.03505741] [0.03882634] [0.04359171] [0.04988649] [0.05770378] [0.06550365] [0.08073601] [0.11296511] [0.13029265] [0.20232626] [0.2434116] [0.40785545] [0.62577534] [0.01421855] 
[0.00416512] [0.00645694] [0.00930775] [0.01332349] [0.01872887] [0.0234233] [0.02894893] [0.03330454] [0.03688502] [0.04141212] [0.04739216] [0.05481859] [0.06222847] [0.07669921] [0.10731686] [0.12377802] [0.19220995] [0.23124102] [0.38746268] [0.59448657] [0.01350762] 
[0.00395686] [0.0061341] [0.00884236] [0.01265731] [0.01779243] [0.02225214] [0.02750149] [0.03163931] [0.03504077] [0.03934152] [0.04502255] [0.05207766] [0.05911704] [0.07286425] [0.10195101] [0.11758912] [0.18259945] [0.21967897] [0.36808955] [0.56476224] [0.01283224] 
[0.00375902] [0.00582739] [0.00840024] [0.01202445] [0.0169028] [0.02113953] [0.02612641] [0.03005734] [0.03328873] [0.03737444] [0.04277143] [0.04947378] [0.05616119] [0.06922103] [0.09685346] [0.11170966] [0.17346948] [0.20869502] [0.34968507] [0.53652413] [0.01219063] 
[0.00357107] [0.00553602] [0.00798023] [0.01142323] [0.01605766] [0.02008255] [0.02482009] [0.02855448] [0.0316243] [0.03550572] [0.04063286] [0.04700009] [0.05335313] [0.06575998] [0.09201079] [0.10612418] [0.16479601] [0.19826027] [0.33220081] [0.50969792] [0.0115811] 
[0.00339252] [0.00525922] [0.00758122] [0.01085207] [0.01525478] [0.01907842] [0.02357909] [0.02712675] [0.03004308] [0.03373043] [0.03860121] [0.04465008] [0.05068548] [0.06247198] [0.08741025] [0.10081797] [0.15655621] [0.18834726] [0.31559077] [0.48421303] [0.01100204] 
[0.00322289] [0.00499626] [0.00720216] [0.01030946] [0.01449204] [0.0181245] [0.02240013] [0.02577042] [0.02854093] [0.03204391] [0.03667115] [0.04241758] [0.0481512] [0.05934838] [0.08303974] [0.09577707] [0.1487284] [0.17892989] [0.29981124] [0.46000238] [0.01045194] 
[0.00306175] [0.00474645] [0.00684205] [0.00979399] [0.01376744] [0.01721828] [0.02128013] [0.0244819] [0.02711388] [0.03044172] [0.03483759] [0.0402967] [0.04574364] [0.05638096] [0.07888775] [0.09098822] [0.14129198] [0.1699834] [0.28482067] [0.43700226] [0.00992934] 
[0.00290866] [0.00450912] [0.00649995] [0.00930429] [0.01307907] [0.01635736] [0.02021612] [0.0232578] [0.02575819] [0.02891963] [0.03309571] [0.03828187] [0.04345646] [0.05356192] [0.07494336] [0.08643881] [0.13422738] [0.16148423] [0.27057964] [0.41515215] [0.00943288] 
[0.00276323] [0.00428367] [0.00617495] [0.00883907] [0.01242511] [0.0155395] [0.01920531] [0.02209491] [0.02447028] [0.02747365] [0.03144093] [0.03636777] [0.04128364] [0.05088382] [0.0711962] [0.08211687] [0.12751601] [0.15341002] [0.25705066] [0.39439454] [0.00896123] 
[0.00262506] [0.00406948] [0.0058662] [0.00839712] [0.01180386] [0.01476252] [0.01824505] [0.02099016] [0.02324676] [0.02609997] [0.02986888] [0.03454938] [0.03921946] [0.04833963] [0.06763639] [0.07801102] [0.12114021] [0.14573952] [0.24419812] [0.37467481] [0.00851317] 
[0.00249381] [0.00386601] [0.00557289] [0.00797727] [0.01121367] [0.0140244] [0.0173328] [0.01994066] [0.02208442] [0.02479497] [0.02837544] [0.03282191] [0.03725848] [0.04592265] [0.06425457] [0.07411047] [0.1150832] [0.13845254] [0.23198822] [0.35594107] [0.00808751] 
[0.00236912] [0.00367271] [0.00529425] [0.0075784] [0.01065298] [0.01332318] [0.01646616] [0.01894362] [0.0209802] [0.02355522] [0.02695667] [0.03118082] [0.03539556] [0.04362652] [0.06104184] [0.07040495] [0.10932904] [0.13152991] [0.22038881] [0.33814402] [0.00768314] 
[0.00225066] [0.00348907] [0.00502954] [0.00719948] [0.01012033] [0.01265702] [0.01564285] [0.01799644] [0.01993119] [0.02237746] [0.02560883] [0.02962178] [0.03362578] [0.04144519] [0.05798975] [0.0668847] [0.10386259] [0.12495342] [0.20936937] [0.32123682] [0.00729898] 
[0.00213813] [0.00331462] [0.00477806] [0.00683951] [0.00961432] [0.01202417] [0.01486071] [0.01709662] [0.01893463] [0.02125859] [0.02432839] [0.02814069] [0.03194449] [0.03937293] [0.05509026] [0.06354047] [0.09866946] [0.11870575] [0.1989009] [0.30517498] [0.00693403] 
[0.00203122] [0.00314889] [0.00453916] [0.00649753] [0.0091336] [0.01142296] [0.01411767] [0.01624179] [0.0179879] [0.02019566] [0.02311197] [0.02673365] [0.03034727] [0.03740428] [0.05233575] [0.06036344] [0.09373598] [0.11277046] [0.18895585] [0.28991623] [0.00658733] 
[0.00192966] [0.00299145] [0.0043122] [0.00617266] [0.00867692] [0.01085181] [0.01341179] [0.0154297] [0.01708851] [0.01918587] [0.02195637] [0.02539697] [0.0288299] [0.03553407] [0.04971896] [0.05734527] [0.08904918] [0.10713194] [0.17950806] [0.27542042] [0.00625796] 
[0.00183318] [0.00284187] [0.00409659] [0.00586402] [0.00824307] [0.01030922] [0.0127412] [0.01465821] [0.01623408] [0.01822658] [0.02085855] [0.02412712] [0.02738841] [0.03375737] [0.04723301] [0.05447801] [0.08459673] [0.10177534] [0.17053266] [0.26164939] [0.00594507] 
[0.00174152] [0.00269978] [0.00389176] [0.00557082] [0.00783092] [0.00979376] [0.01210414] [0.0139253] [0.01542238] [0.01731525] [0.01981563] [0.02292077] [0.02601899] [0.0320695] [0.04487136] [0.05175411] [0.08036689] [0.09668657] [0.16200603] [0.24856692] [0.00564781] 
